d,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft DirectX SDK (March 2009)
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\acropolis_sky.x,ONNEAAAACAAAAAAAGIHKHJGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\GDC2005_PracticalPRT.pdf,BNMKCLAACAAAAAAAGHLEJDGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\IrradianceCache.cpp,LIAMABAACAAAAAAACALDLCGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\IrradianceCache.h,EKFFAAAACAAAAAAACALDLCGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\IrradianceVolume.jpg,FODFAAAACAAAAAAACALDLCGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\IrradianceVolume.manifest,PIADAAAACAAAAAAAAIMGMFGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\IrradianceVolume.rc,PLCPAAAACAAAAAAAAIMGMFGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\IrradianceVolume_2005.sln,FMAGAAAACAAAAAAAAIMGMFGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\IrradianceVolume_2005.vcproj,JPEBAAAACAAAAAAAAIMGMFGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\IrradianceVolume_2008.sln,FNAGAAAACAAAAAAAAIMGMFGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\IrradianceVolume_2008.vcproj,CAECAAAACAAAAAAAAIMGMFGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\LDPRT.fx,MFCKAAAACAAAAAAAAIMGMFGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\main.cpp,HBHIABAACAAAAAAAGFCIMIGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\NdotL.fx,BEBBAAAACAAAAAAAGFCIMIGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\PRT.fx,FEBJAAAACAAAAAAAGFCIMIGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\PRTMesh.cpp,HJOCAAAACAAAAAAAGFCIMIGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\PRTMesh.h,OABLAAAACAAAAAAAGFCIMIGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\PRTOptionsDlg.cpp,HCFBABAACAAAAAAAHMEPMPGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\PRTOptionsDlg.h,FFBBAAAACAAAAAAAHMEPMPGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\PRTSimulator.cpp,ELFHAAAACAAAAAAAHMEPMPGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\PRTSimulator.h,OMANAAAACAAAAAAANJLBNBGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\resource.h,GBBBAAAACAAAAAAANJLBNBGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\Scene.fx,HLAMAAAACAAAAAAANJLBNBGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\SceneMesh.cpp,LGDGAAAACAAAAAAANJLBNBGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\SceneMesh.h,CIAKAAAACAAAAAAANJLBNBGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\SHFuncView.cpp,CFFKAAAACAAAAAAANJLBNBGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\SHFuncView.fx,BHAHAAAACAAAAAAANJLBNBGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\SHFuncView.h,AJAHAAAACAAAAAAANJLBNBGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\SHIrradianceEnvMap.fx,LGAPAAAACAAAAAAAHLIJOJGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\IrradianceVolume\Wireframe.fx,ONAHAAAACAAAAAAAHLIJOJGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\LocalDeformablePRT.cpp,GMMDAAAACAAAAAAAJCLAPAGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\LocalDeformablePRT.fx,HCCNAAAACAAAAAAAJCLAPAGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\LocalDeformablePRT.jpg,DKBFAAAACAAAAAAAJCLAPAGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\LocalDeformablePRT.manifest,PKADAAAACAAAAAAAJCLAPAGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\LocalDeformablePRT.rc,KPAHAAAACAAAAAAAJCLAPAGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\LocalDeformablePRT_2005.sln,GAAGAAAACAAAAAAAJCLAPAGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\LocalDeformablePRT_2005.vcproj,JFEBAAAACAAAAAAAJCLAPAGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\LocalDeformablePRT_2008.sln,GBAGAAAACAAAAAAAJCLAPAGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\LocalDeformablePRT_2008.vcproj,BHECAAAACAAAAAAAJCLAPAGNDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\resource.h,MNABAAAACAAAAAAAIPFODPGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\SkinMesh.cpp,MBEAAAAACAAAAAAAIPFODPGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\SkinMesh.h,DPAMAAAACAAAAAAAEJCDEEGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\skybox.cpp,BFBOAAAACAAAAAAAEJCDEEGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\skybox.fx,EKAGAAAACAAAAAAAEJCDEEGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\skybox.h,OIAGAAAACAAAAAAAEJCDEEGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\Media\bat.x,ENEJBGAACAAAAAAAJBOKAKGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\Media\batalbedo.dds,IAAABAAACAAAAAAAHJPNBNGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\LocalDeformablePRT\Media\BatNormalMap.dds,IAAAAIAACAAAAAAADCPMDMGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MeshFromOBJ\MeshFromObj.cpp,NEIIAAAACAAAAAAANDANGPGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MeshFromOBJ\MeshFromObj.fx,CFBEAAAACAAAAAAAKEPJHKGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MeshFromOBJ\MeshFromOBJ.gif,PKANAAAACAAAAAAAKEPJHKGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MeshFromOBJ\MeshFromOBJ.manifest,PDADAAAACAAAAAAAHEBPKBGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MeshFromOBJ\MeshFromOBJ.rc,KIAHAAAACAAAAAAAILEGKIGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MeshFromOBJ\MeshFromOBJ_2005.sln,FCAGAAAACAAAAAAAILEGKIGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MeshFromOBJ\MeshFromOBJ_2005.vcproj,EEEAAAAACAAAAAAAILEGKIGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MeshFromOBJ\MeshFromOBJ_2008.sln,FDAGAAAACAAAAAAAILEGKIGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MeshFromOBJ\MeshFromOBJ_2008.vcproj,MGEAAAAACAAAAAAAILEGKIGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MeshFromOBJ\MeshLoader.cpp,LMEHAAAACAAAAAAAILEGKIGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MeshFromOBJ\MeshLoader.h,FEAKAAAACAAAAAAAILEGKIGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MeshFromOBJ\resource.h,MGABAAAACAAAAAAAILEGKIGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MeshFromOBJ\media\cup.jpg,HGDHAAAACAAAAAAANDANGPGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MeshFromOBJ\media\cup.mtl,GFABAAAACAAAAAAANDANGPGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MeshFromOBJ\media\cup.obj,IIHOACAACAAAAAAAEIFNFOGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\AllocHierarchy.cpp,HEDGAAAACAAAAAAAILEGKIGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\AnimationInstance.cpp,IICIAAAACAAAAAAAILEGKIGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\Floor.jpg,LKCEACAACAAAAAAAOIKIKKGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\footfall00.wav,FEDKAAAACAAAAAAAOIKIKKGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\footfall01.wav,GAPOAAAACAAAAAAAOIKIKKGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\MultiAnimation.cpp,APKFAAAACAAAAAAACNBOMAGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\MultiAnimation.fx,JDAOAAAACAAAAAAACNBOMAGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\MultiAnimation.h,GDBNAAAACAAAAAAACNBOMAGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\MultiAnimation.jpg,DNBGAAAACAAAAAAAIKIAMCGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\MultiAnimation.manifest,PGADAAAACAAAAAAAEEEFMHGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\MultiAnimation.rc,KLAHAAAACAAAAAAAEEEFMHGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\MultiAnimationLib.cpp,AIECAAAACAAAAAAAFLGMMOGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\MultiAnimation_2005.sln,FIAGAAAACAAAAAAAEEEFMHGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\MultiAnimation_2005.vcproj,GBGAAAAACAAAAAAAEEEFMHGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\MultiAnimation_2008.sln,FJAGAAAACAAAAAAAEEEFMHGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\MultiAnimation_2008.vcproj,OCGAAAAACAAAAAAAEEEFMHGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\resource.h,MJABAAAACAAAAAAAFLGMMOGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\skin.vsh,KCALAAAACAAAAAAAFLGMMOGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\Tiny.cpp,HIJDAAAACAAAAAAAFLGMMOGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\Tiny.h,JKBNAAAACAAAAAAAOFFGPJGODHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\MultiAnimation\tiny_4anim.x,LHIBCHAACAAAAAAAEBPDBFGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\OptimizedMesh\OptimizedMesh.cpp,IPLEAAAACAAAAAAAFIBKBNGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\OptimizedMesh\OptimizedMesh.fx,GBAHAAAACAAAAAAAFIBKBNGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\OptimizedMesh\OptimizedMesh.jpg,NCAJAAAACAAAAAAAFIBKBNGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\OptimizedMesh\OptimizedMesh.manifest,PFADAAAACAAAAAAAFIBKBNGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\OptimizedMesh\OptimizedMesh.rc,KKAHAAAACAAAAAAAFIBKBNGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\OptimizedMesh\OptimizedMesh_2005.sln,FGAGAAAACAAAAAAAJMMJEMGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\OptimizedMesh\OptimizedMesh_2005.vcproj,PMDPAAAACAAAAAAAJMMJEMGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\OptimizedMesh\OptimizedMesh_2008.sln,FHAGAAAACAAAAAAAJMMJEMGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\OptimizedMesh\OptimizedMesh_2008.vcproj,HOEAAAAACAAAAAAAJMMJEMGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\OptimizedMesh\resource.h,MIABAAAACAAAAAAAJMMJEMGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\ParallaxOcclusionMapping.cpp,MFNMAAAACAAAAAAAKOBCNHGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\ParallaxOcclusionMapping.fx,LBFIAAAACAAAAAAAKOBCNHGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\ParallaxOcclusionMapping.jpg,KIDBAAAACAAAAAAAKOBCNHGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\ParallaxOcclusionMapping.manifest,PBADAAAACAAAAAAAJGCFOKGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\ParallaxOcclusionMapping.rc,LFAHAAAACAAAAAAAJGCFOKGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\ParallaxOcclusionMapping_2005.sln,GMAGAAAACAAAAAAAJGCFOKGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\ParallaxOcclusionMapping_2005.vcproj,CCGAAAAACAAAAAAAPDIHOMGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\ParallaxOcclusionMapping_2008.sln,GNAGAAAACAAAAAAAPDIHOMGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\ParallaxOcclusionMapping_2008.vcproj,KDGAAAAACAAAAAAAPDIHOMGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\resource.h,NDABAAAACAAAAAAAPDIHOMGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\Media\bump_NM_height.tga,CMAAABAACAAAAAAAGNLFFIGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\Media\concrete.bmp,DIAAAMAACAAAAAAAJLADGHGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\Media\dent_NM_height.tga,CMAAABAACAAAAAAAIDBGHKGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\Media\Disc.x,GHBLALAACAAAAAAAFEACIGGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\Media\four_NM_height.tga,CMAAAEAACAAAAAAAAOMHIKGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\Media\rocks.jpg,KHPFABAACAAAAAAAICFAJEGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\Media\rocks_NM_height.tga,CMAAAEAACAAAAAAAPGNJJNGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\Media\saint_NM_height.tga,CMAAAEAACAAAAAAAANABKFGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\Media\stones.bmp,DGAAAMAACAAAAAAADLEPLDGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\Media\stones_NM_height.tga,CMAAAEAACAAAAAAAPFBDLIGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\Media\wall.jpg,EOENACAACAAAAAAAFCHGLKGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\Media\wall_NM_height.tga,CMAAAEAACAAAAAAAGJJNMBGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\ParallaxOcclusionMapping\Media\wood.jpg,NBHAABAACAAAAAAACDGCMGGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\Pick\Pick.cpp,DEKAAAAACAAAAAAACBNGPKGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\Pick\Pick.fx,GIBAAAAACAAAAAAACBNGPKGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\Pick\Pick.jpg,DKAGAAAACAAAAAAACBNGPKGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\Pick\Pick.manifest,OMADAAAACAAAAAAACBNGPKGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\Pick\Pick.rc,KBAHAAAACAAAAAAACBNGPKGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\Pick\Pick_2005.sln,EEAGAAAACAAAAAAACBNGPKGPDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\Pick\Pick_2005.vcproj,MAFPAAAACAAAAAAAJFFPAEHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\Pick\Pick_2008.sln,EFAGAAAACAAAAAAAJFFPAEHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\Pick\Pick_2008.vcproj,ECGAAAAACAAAAAAAJFFPAEHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\Pick\resource.h,LPABAAAACAAAAAAAJFFPAEHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PixelMotionBlur\PixelMotionBlur.cpp,ABOPAAAACAAAAAAAJDNDDIHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PixelMotionBlur\PixelMotionBlur.fx,FDCOAAAACAAAAAAAJDNDDIHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PixelMotionBlur\PixelMotionBlur.jpg,JPBCAAAACAAAAAAAJDNDDIHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PixelMotionBlur\PixelMotionBlur.manifest,PHADAAAACAAAAAAAJDNDDIHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PixelMotionBlur\PixelMotionBlur.rc,KMAHAAAACAAAAAAAJDNDDIHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PixelMotionBlur\PixelMotionBlurNoMRT.fx,NJCIAAAACAAAAAAADFKLFAHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PixelMotionBlur\PixelMotionBlur_2005.sln,FKAGAAAACAAAAAAAPADFDLHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PixelMotionBlur\PixelMotionBlur_2005.vcproj,HAFMAAAACAAAAAAAPADFDLHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PixelMotionBlur\PixelMotionBlur_2008.sln,FLAGAAAACAAAAAAAPADFDLHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PixelMotionBlur\PixelMotionBlur_2008.vcproj,PBFMAAAACAAAAAAADFKLFAHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PixelMotionBlur\quad.x,BBAIAAAACAAAAAAADFKLFAHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PixelMotionBlur\resource.h,MKABAAAACAAAAAAADFKLFAHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PostProcess\alley_skybox.x,IJAJAAAACAAAAAAADFKLFAHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PostProcess\PostProcess.cpp,MNENABAACAAAAAAAKJDEFKHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PostProcess\postprocess.jpg,ODBCAAAACAAAAAAAKJDEFKHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PostProcess\PostProcess.manifest,PDADAAAACAAAAAAAKJDEFKHADHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Samples\C++\Direct3D\PostProcess\PostProcess.rc,KIAHAAAACAAAAAAAKJDEFKHADHIDMJABAAAAAAAAAAAAAAAA
